id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
246,larvitar,larvitar,0.6,72.0,50,64,50,45,50,41,rock,ground,False,False,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
247,pupitar,pupitar,1.2,152.0,70,84,70,65,70,51,rock,ground,False,False,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
248,tyranitar,tyranitar,2.0,202.0,100,134,110,95,100,61,rock,dark,False,False,0.5,4.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.5,2.0
249,lugia,lugia,5.2,216.0,106,90,130,90,154,110,psychic,flying,True,False,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
250,ho-oh,ho-oh,3.8,199.0,106,130,90,110,154,90,fire,flying,True,False,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
251,celebi,celebi,0.6,5.0,100,100,100,100,100,100,psychic,grass,False,True,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
252,treecko,treecko,0.5,5.0,40,45,35,65,55,70,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
253,grovyle,grovyle,0.9,21.6,50,65,45,85,65,95,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
254,sceptile,sceptile,1.7,52.2,70,85,65,105,85,120,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
255,torchic,torchic,0.4,2.5,45,60,40,70,50,45,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
256,combusken,combusken,0.9,19.5,60,85,60,85,60,55,fire,fighting,False,False,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
257,blaziken,blaziken,1.9,52.0,80,120,70,110,70,80,fire,fighting,False,False,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
258,mudkip,mudkip,0.4,7.6,50,70,50,50,50,40,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
259,marshtomp,marshtomp,0.7,28.0,70,85,70,60,70,50,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
260,swampert,swampert,1.5,81.9,100,110,90,85,90,60,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
261,poochyena,poochyena,0.5,13.6,35,55,35,30,30,35,dark,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
262,mightyena,mightyena,1.0,37.0,70,90,70,60,60,70,dark,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
263,zigzagoon,zigzagoon,0.4,17.5,38,30,41,30,41,60,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,linoone,linoone,0.5,32.5,78,70,61,50,61,100,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,wurmple,wurmple,0.3,3.6,45,45,35,20,30,20,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
266,silcoon,silcoon,0.6,10.0,50,35,55,25,25,15,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
267,beautifly,beautifly,1.0,28.4,60,70,50,100,50,65,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
268,cascoon,cascoon,0.7,11.5,50,35,55,25,25,15,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
269,dustox,dustox,1.2,31.6,60,50,70,50,90,65,bug,poison,False,False,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
270,lotad,lotad,0.5,2.6,40,30,30,40,50,30,water,grass,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271,lombre,lombre,1.2,32.5,60,50,50,60,70,50,water,grass,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272,ludicolo,ludicolo,1.5,55.0,80,70,70,90,100,70,water,grass,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,seedot,seedot,0.5,4.0,40,40,50,30,30,30,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
274,nuzleaf,nuzleaf,1.0,28.0,70,70,40,60,40,60,grass,dark,False,False,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
275,shiftry,shiftry,1.3,59.6,90,100,60,90,60,80,grass,dark,False,False,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
276,taillow,taillow,0.3,2.3,40,55,30,30,30,85,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
277,swellow,swellow,0.7,19.8,60,85,60,75,50,125,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
278,wingull,wingull,0.6,9.5,40,30,30,55,30,85,water,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
279,pelipper,pelipper,1.2,28.0,60,50,100,95,70,65,water,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
280,ralts,ralts,0.4,6.6,28,25,25,45,35,40,psychic,fairy,False,False,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
281,kirlia,kirlia,0.8,20.2,38,35,35,65,55,50,psychic,fairy,False,False,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
282,gardevoir,gardevoir,1.6,48.4,68,65,65,125,115,80,psychic,fairy,False,False,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
283,surskit,surskit,0.5,1.7,40,30,32,50,52,65,bug,water,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0
284,masquerain,masquerain,0.8,3.6,70,60,62,100,82,80,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
285,shroomish,shroomish,0.4,4.5,60,40,60,40,60,35,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
286,breloom,breloom,1.2,39.2,60,130,80,60,60,70,grass,fighting,False,False,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0
287,slakoth,slakoth,0.8,24.0,60,60,60,35,35,30,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,vigoroth,vigoroth,1.4,46.5,80,80,80,55,55,90,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,slaking,slaking,2.0,130.5,150,160,100,95,65,100,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,nincada,nincada,0.5,5.5,31,45,90,30,30,40,bug,ground,False,False,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
291,ninjask,ninjask,0.8,12.0,61,90,45,50,50,160,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
292,shedinja,shedinja,0.8,1.2,1,90,45,30,30,40,bug,ghost,False,False,0.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0
293,whismur,whismur,0.6,16.3,64,51,23,51,23,28,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,loudred,loudred,1.0,40.5,84,71,43,71,43,48,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,exploud,exploud,1.5,84.0,104,91,63,91,73,68,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,makuhita,makuhita,1.0,86.4,72,60,30,20,30,25,fighting,,False,False,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
297,hariyama,hariyama,2.3,253.8,144,120,60,40,60,50,fighting,,False,False,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
298,azurill,azurill,0.2,2.0,50,20,40,20,40,20,normal,fairy,False,False,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
299,nosepass,nosepass,1.0,97.0,30,45,135,45,90,30,rock,,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,skitty,skitty,0.6,11.0,50,45,45,35,35,50,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,delcatty,delcatty,1.1,32.6,70,65,65,55,55,90,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,sableye,sableye,0.5,11.0,50,75,75,65,65,50,dark,ghost,False,False,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
303,mawile,mawile,0.6,11.5,50,85,85,55,55,50,steel,fairy,False,False,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
304,aron,aron,0.4,60.0,50,70,100,40,40,30,steel,rock,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
305,lairon,lairon,0.9,120.0,60,90,140,50,50,40,steel,rock,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
306,aggron,aggron,2.1,360.0,70,110,180,60,60,50,steel,rock,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
307,meditite,meditite,0.6,11.2,30,40,55,40,55,60,fighting,psychic,False,False,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
308,medicham,medicham,1.3,31.5,60,60,75,60,75,80,fighting,psychic,False,False,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
309,electrike,electrike,0.6,15.2,40,45,40,65,40,65,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
310,manectric,manectric,1.5,40.2,70,75,60,105,60,105,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
311,plusle,plusle,0.4,4.2,60,50,40,85,75,95,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
312,minun,minun,0.4,4.2,60,40,50,75,85,95,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
313,volbeat,volbeat,0.7,17.7,65,73,75,47,85,85,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
314,illumise,illumise,0.6,17.7,65,47,75,73,85,85,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
315,roselia,roselia,0.3,2.0,50,60,45,100,80,65,grass,poison,False,False,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
316,gulpin,gulpin,0.4,10.3,70,43,53,43,53,40,poison,,False,False,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
317,swalot,swalot,1.7,80.0,100,73,83,73,83,55,poison,,False,False,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
318,carvanha,carvanha,0.8,20.8,45,90,20,65,20,65,water,dark,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
319,sharpedo,sharpedo,1.8,88.8,70,120,40,95,40,95,water,dark,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
320,wailmer,wailmer,2.0,130.0,130,70,35,70,35,60,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
321,wailord,wailord,14.5,398.0,170,90,45,90,45,60,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
322,numel,numel,0.7,24.0,60,60,40,65,45,35,fire,ground,False,False,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
323,camerupt,camerupt,1.9,220.0,70,100,70,105,75,40,fire,ground,False,False,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
324,torkoal,torkoal,0.5,80.4,70,85,140,85,70,20,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
325,spoink,spoink,0.7,30.6,60,25,35,70,80,60,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
326,grumpig,grumpig,0.9,71.5,80,45,65,90,110,80,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
327,spinda,spinda,1.1,5.0,60,60,60,60,60,60,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,trapinch,trapinch,0.7,15.0,45,100,45,45,45,10,ground,,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
329,vibrava,vibrava,1.1,15.3,50,70,50,50,50,70,ground,dragon,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
330,flygon,flygon,2.0,82.0,80,100,80,80,80,100,ground,dragon,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
331,cacnea,cacnea,0.4,51.3,50,85,40,85,40,35,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
332,cacturne,cacturne,1.3,77.4,70,115,60,115,60,55,grass,dark,False,False,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
333,swablu,swablu,0.4,1.2,45,40,60,40,75,50,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
334,altaria,altaria,1.1,20.6,75,70,90,70,105,80,dragon,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
335,zangoose,zangoose,1.3,40.3,73,115,60,60,60,90,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,seviper,seviper,2.7,52.5,73,100,60,100,60,65,poison,,False,False,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
337,lunatone,lunatone,1.0,168.0,90,55,65,95,85,70,rock,psychic,False,False,0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
338,solrock,solrock,1.2,154.0,90,95,85,55,65,70,rock,psychic,False,False,0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
339,barboach,barboach,0.4,1.9,50,48,43,46,41,60,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
340,whiscash,whiscash,0.9,23.6,110,78,73,76,71,60,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
341,corphish,corphish,0.6,11.5,43,80,65,50,35,35,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
342,crawdaunt,crawdaunt,1.1,32.8,63,120,85,90,55,55,water,dark,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
343,baltoy,baltoy,0.5,21.5,40,40,55,40,70,55,ground,psychic,False,False,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
344,claydol,claydol,1.5,108.0,60,70,105,70,120,75,ground,psychic,False,False,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
345,lileep,lileep,1.0,23.8,66,41,77,61,87,23,rock,grass,False,False,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
346,cradily,cradily,1.5,60.4,86,81,97,81,107,43,rock,grass,False,False,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
347,anorith,anorith,0.7,12.5,45,95,50,40,50,75,rock,bug,False,False,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
348,armaldo,armaldo,1.5,68.2,75,125,100,70,80,45,rock,bug,False,False,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,feebas,feebas,0.6,7.4,20,15,20,10,55,80,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
350,milotic,milotic,6.2,162.0,95,60,79,100,125,81,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
351,castform,castform,0.3,0.8,70,70,70,70,70,70,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,kecleon,kecleon,1.0,22.0,60,90,70,60,120,40,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,shuppet,shuppet,0.6,2.3,44,75,35,63,33,45,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
354,banette,banette,1.1,12.5,64,115,65,83,63,65,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
355,duskull,duskull,0.8,15.0,20,40,90,30,90,25,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
356,dusclops,dusclops,1.6,30.6,40,70,130,60,130,25,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
357,tropius,tropius,2.0,100.0,99,68,83,72,87,51,grass,flying,False,False,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
358,chimecho,chimecho,0.6,1.0,75,50,80,95,90,65,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
359,absol,absol,1.2,47.0,65,130,60,75,60,75,dark,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
360,wynaut,wynaut,0.6,14.0,95,23,48,23,48,23,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
361,snorunt,snorunt,0.7,16.8,50,50,50,50,50,50,ice,,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
362,glalie,glalie,1.5,256.5,80,80,80,80,80,80,ice,,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
363,spheal,spheal,0.8,39.5,70,40,50,55,50,25,ice,water,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
364,sealeo,sealeo,1.1,87.6,90,60,70,75,70,45,ice,water,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
365,walrein,walrein,1.4,150.6,110,80,90,95,90,65,ice,water,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
366,clamperl,clamperl,0.4,52.5,35,64,85,74,55,32,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
367,huntail,huntail,1.7,27.0,55,104,105,94,75,52,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
368,gorebyss,gorebyss,1.8,22.6,55,84,105,114,75,52,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
